1000,0.2159,0.2175,2.6274987231492997
1000,0.0999,0.0998,2.7063460848331453
2000,0.10006,0.1,1.010171733379364
3000,0.10058,0.1006,3.3194525287151335
4000,0.10014,0.1004,2.0177211542129516
5000,0.09992,0.0998,0.7180274610519409
6000,0.10004,0.1001,3.026175873041153
7000,0.10018,0.1005,1.7263911650180817
8000,0.09962,0.0994,0.4268838591575623
9000,0.09994,0.1002,2.7349809737205506
10000,0.10002,0.1002,1.4354412620067596
11000,0.10006,0.1,0.13615302515029906
12000,0.09978,0.1,2.444154942035675
13000,0.09962,0.0996,1.1444761526584626
14000,0.1003,0.0999,3.452068605899811
15000,0.10002,0.1,2.15264644575119
16000,0.10006,0.1005,0.8535667300224304
17000,0.10016,0.1003,3.1604100439548493
18000,0.10026,0.0998,1.8614419546127319
19000,0.10046,0.1007,0.5628200435638427
20000,0.10004,0.1003,2.869023789167404
21000,0.10004,0.0999,1.5700411958694458
22000,0.10008,0.1001,0.27220968651771543
23000,0.10004,0.0999,2.5782336440086366
24000,0.0994,0.0995,1.279406593799591
25000,0.09906,0.0992,3.585800914525986
26000,0.09978,0.0997,2.2872648713588712
27000,0.1005,0.1006,0.9892282609939576
28000,0.09846,0.0978,3.2947679376602172
